License Serial Number,License Type Name,License Class Code,License Type Code,Agency Zone Office Number,Agency Zone Office Name,County Name (Licensee),Premises Name,Doing Business As (DBA),Actual Address of Premises (Address1),Additional Address Information (Address2),City,State,ZIP,License Certificate Number,License Received Date
1316576,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,RCLY INC,WASABI,638 MANHATTAN AVE,,BROOKLYN,NY,11222,,03/04/2019
1316577,RESTAURANT WINE,341,RW,1,New York City,NASSAU,17 FARMINGDALE BUSINESS CORP,FARMINGDALE DINER,17 HEMPSTEAD TPKE,,FARMINGDALE,NY,11735,,03/04/2019
1316579,"GROCERY CHAIN, WINE PROD",128,AX,1,New York City,SUFFOLK,BOLLA OPERATING L I CORP,KINGS MONTAUK C-STORE,2 W MONTAUK HWY,,LINDENHURST,NY,11757,,03/04/2019
1316582,ON-PREMISES LIQUOR,252,OP,1,New York City,QUEENS,KABAYAN RESTAURANT & BAKERY INC,,161-18 UNION TPKE,,FRESH MEADOWS,NY,11367,,03/04/2019
1316585,ON-PREMISES LIQUOR,252,OP,1,New York City,SUFFOLK,DAYS OF WINE & ROSES LLC,,57125 MAIN RD,,SOUTHOLD,NY,11971,,03/04/2019
1316587,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,SPACE BAR LLC,MAGAZINE,130 FRANKLIN ST,,BROOKLYN,NY,11222,,03/04/2019
1316590,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,PICCOLO BY GAMBRINUS LLC,IL PICCOLO RISTORO,506 W 28TH ST,,NEW YORK,NY,10001,,03/04/2019
1316591,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NASSAU,SATSANG 6 INC,7 ELEVEN STORE #34549B,100 E SUNRISE HWY,,VALLEY STREAM,NY,11581,,03/04/2019
1316594,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,TAVA RODRI CORP,GRINGO LOCO,449 BABYLON TPKE,,FREEPORT,NY,11520,,03/04/2019
1316596,WHOLESALE WINE,303,WW,1,New York City,NEW YORK,CITY MOONLIGHT W&L LLC,,708 3RD AVE,STE 38,NEW YORK,NY,10017,,03/04/2019
1316597,SUMMER O.P. FOOD & BEV,548,SL,1,New York City,BRONX,GLITCH BAR & GRILL INC,,441 E 187TH ST,,BRONX,NY,10458,,03/04/2019
1316601,RESTAURANT WINE,341,RW,1,New York City,WESTCHESTER,HILL BOULEVARD FAMILY DINER CORP,,3665 HILL BLVD ,,JEFFERSON VALLEY,NY,10535,798268,03/05/2019
1316605,MICRO BREWER,101,MI,1,New York City,NASSAU,LITHOLOGY BREWING LLC,LITHOLOGY BREWING CO,211 MAIN ST,SUITE A,FARMINGDALE,NY,11735,,03/05/2019
1316606,COMBINED CRAFT MANUFACTURER,110,CM,1,New York City,NASSAU,LITHOLOGY BREWING LLC,LITHOLOGY BREWING CO,211 MAIN ST,SUITE A,FARMINGDALE,NY,11735,,03/05/2019
1316607,RESTAURANT WINE,341,RW,1,New York City,WESTCHESTER,METATE MEXICAN RESTAURANT INC,,28 N BROADWAY,,YONKERS              ,NY,10701,,03/05/2019
1316610,LIQUOR STORE,222,L,1,New York City,BRONX,VARGAS LIQUOR STORE CORP,,1810 CROTONA AVE,,BRONX,NY,10457,,03/06/2019
1316612,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NEW YORK,DIVYA CONVENIENCE INC,,934 AMSTERDAM AVE,,NEW YORK,NY,10025,,03/06/2019
1316616,LIQUOR STORE,222,L,1,New York City,BRONX,1045B DISCOUNT WINES & LIQUORS INC,,1045B E 163RD ST,,BRONX,NY,10459,,03/06/2019
1316618,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,D&C RESTAURANT BAR & GRILL CORP,LA ESQUINA DE NAGUA RESTAURANT,2244 AMSTERDAM AVE,,NEW YORK,NY,10032,,03/06/2019
1316619,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,MKMG DELI GROCERY INC,,19 SACKMAN ST,,BROOKLYN,NY,11233,,03/06/2019
1316620,"GROCERY BEER, WINE PROD",122,AX,1,New York City,SUFFOLK,MI PUEBLO FOOD MARKET CORP,,380 OAK ST,,COPIAGUE,NY,11726,,03/06/2019
1316623,WHOLESALE LIQUOR,203,LL,1,New York City,WESTCHESTER,METRO WINE DISTRIBUTION CO INC,COVADIS/ ORBUS/ PRIVATUS WINE,510 NORTH AVE,STE 101,NEW ROCHELLE,NY,10801,,03/06/2019
1316624,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,COFFEE SHOP TAQUERIA LLC,FLATS FIX,30 E 16TH ST,AKA 27-29 UNION SQ,NEW YORK,NY,10003,,03/06/2019
1316625,ON-PREMISES LIQUOR,252,OP,1,New York City,WESTCHESTER,LUSARDAS INC,,6 GRAMATAN AVE,,MOUNT VERNON,NY,10550,,04/23/2019
1316630,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,SEQUOIA MANAGEMENT SERVICES LLC,,55 GLENWOOD RD,,ROSLYN,NY,11576,,03/06/2019
1316636,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,LE2 LLC,,27 1/2 MORTON ST,,NEW YORK,NY,10014,,03/07/2019
1316638,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,L'ACCOLADE LLC,,300 302 BLEECKER ST,,NEW YORK,NY,10014,,03/07/2019
1316640,ON-PREMISES LIQUOR,252,OP,1,New York City,WESTCHESTER,BONA BONA ICE CREAM LLC,,10 WESTCHESTER AVE,,PORT CHESTER,NY,10573,,03/07/2019
1316642,RESTAURANT WINE,341,RW,1,New York City,WESTCHESTER,PLEASANTVILLE CHICKEN LLC,,465 BEDFORD RD,,PLEASANTVILLE,NY,10570,,03/07/2019
1316643,TAVERN WINE,344,TW,1,New York City,QUEENS,BEER OBSESSED LLC,,110-64 QUEENS BLVD,,FOREST HILLS,NY,11375,,03/07/2019
1316644,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,HLD TRIBECA LLC,SUSHI OF GARI TRIBECA,130 W BROADWAY,,NEW YORK,NY,10013,,03/07/2019
1316647,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,HLD 46TH LLC,SUSHI OF GARI 46,347 W 46TH ST,,NEW YORK,NY,10036,,03/07/2019
1316650,WHOLESALE LIQUOR,203,LL,1,New York City,NEW YORK,BANVILLE & JONES WINE MERCHANTS INC,BANVILLE WINE MERCHANTS,126 E 38TH ST ,3RD FL,NEW YORK,NY,10016,,03/07/2019
1316651,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,HLD GARI LLC,SUSHI OF GARI ,402 E 78TH ST,,NEW YORK,NY,10075,,03/07/2019
1316654,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NEW YORK,PRAMUKH 113 INC,E SMOKE & CONVENIENCE ,113 1ST AVE,,NEW YORK,NY,10003,,03/07/2019
1316657,RESTAURANT WINE,341,RW,1,New York City,SUFFOLK,PATCHOGUE DELI INC,,128 E MAIN ST,,PATCHOGUE,NY,11772,,03/07/2019
1316658,"GROCERY BEER, WINE PROD",122,AX,1,New York City,RICHMOND,MI PUEBLO MEAT MARKET INC,,189 PORT RICHMOND AVE,,STATEN ISLAND,NY,10301,,03/07/2019
1316659,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,JACOB MINI MARKET CORP,,78 THATFORD AVE,,BROOKLYN,NY,11212,,03/07/2019
1316662,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,NATURAL FOOD LAND LLC,EXQUISITE FOODLAND,409 413 BRIGHTON BEACH AVE ,,BROOKYN ,NY,11235,,03/07/2019
1316664,"GROCERY CHAIN, WINE PROD",128,AX,1,New York City,RICHMOND,7 ELEVEN INC,7 ELEVEN STORE #39436J,15 PAGE AVE,,STATEN ISLAND,NY,10309,,03/08/2019
1316665,RESTAURANT WINE,341,RW,1,New York City,QUEENS,PEGASUS RESTAURANT & SPORTS BAR INC,,120-09 LIBERTY AVE,,RICHMOND HILL,NY,11419,,03/08/2019
1316666,RESTAURANT WINE,341,RW,1,New York City,NASSAU,CHOP CHOP RESTAURANT INC,SAMURAI,412 HILLSIDE AVE,,WILLISTON PARK,NY,11596,,03/08/2019
1316669,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,HLD COLUMBUS LLC,GARI,370 COLUMBUS AVE,,NEW YORK,NY,10024,,03/08/2019
1316673,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,BUTTERCOOKY BISTRO LLC,,225 JERICHO TPKE,,FLORAL PARK,NY,11001,,03/08/2019
1316674,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,MIZNON UWS LLC,MIZNON,161 W 72ND ST,,NEW YORK,NY,10023,,03/08/2019
1316675,TAVERN WINE,344,TW,1,New York City,NEW YORK,CC116 CORP,CRAFT & CARRY,116 SAINT MARKS PL,,NEW YORK,NY,10009,,03/08/2019
1316677,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,"WONDROUS INC, THE",THER WONDER,174 HUDSON ST,,NEW YORK,NY,10013,,03/08/2019
1316681,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,CRYSTAL THAI FOODS INC,BORN THAI,293 FLATBUSH AVE,,BROOKLYN,NY,11217,,03/08/2019
1316683,HOTEL LIQUOR,242,HL,1,New York City,NEW YORK,BELLECLAIRE HOTEL LLC,,2171 BROADWAY,,NEW YORK,NY,10024,,03/08/2019
1316684,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,LA CANTINA LOUNGE CORP,,3489 BROADWAY ,,NEW YORK,NY,10031,,03/08/2019
1316685,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,HEYDAY COCKTAIL AND CAFE LLC,ENDSWELL BAR & BISTRO,773 FULTON ST ,,BROOKLYN,NY,11217,,03/08/2019
1316687,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,REINS INTERNATIONAL NEW YORK INC,GYU-KAKU,620 AMSTERDAM AVE,,NEW YORK,NY,10024,,03/08/2019
1316692,ON-PREMISES LIQUOR,252,OP,1,New York City,SUFFOLK,CALVERTON GRILLE INC,BIG KAHUNA,1730 E JERICHO TPKE,,HUNTINGTON,NY,11743,,03/08/2019
1316694,TAVERN WINE,344,TW,1,New York City,KINGS,LERK LLC,,1205 CORTELYOU RD,,BROOKLYN,NY,11218,,03/09/2019
1316695,RESTAURANT WINE,341,RW,1,New York City,QUEENS,PEACE ONE CORP,,45-04 162ND ST,,FLUSHING,NY,11358,,03/09/2019
1316696,ON-PREMISES LIQUOR,252,OP,1,New York City,SUFFOLK,MARONI SOUTHOLD LLC,MARONI SOUTHOLD,54195 MAIN RD,,SOUTHOLD,NY,11971,,03/09/2019
1316698,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,M & G 60TH STREET LLC,PICCOLA CUCINA,106 E 60TH ST,,NEW YORK,NY,10022,,03/09/2019
1316699,TAVERN WINE,344,TW,1,New York City,NEW YORK,M DEGREE LLC,MARBLE DESSERT BAR,27 BEDFORD ST,,NEW YORK,NY,10014,,03/09/2019
1316700,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,722 MULLIGANS RESTAURANT INC,MULLIGANS,722 FULTON AVE,,HEMPSTEAD,NY,11550,,03/09/2019
1316702,HOTEL LIQUOR,242,HL,1,New York City,QUEENS,QUEENS BLVD HOTEL LLC,SPRINGHILL SUITES,140-35 QUEENS BLVD,,JAMAICA,NY,11435,,03/09/2019
1316703,RESTAURANT WINE,341,RW,1,New York City,KINGS,DOLMA RESTAURANT INC,,311 AVENUE X,,BROOKLYN,NY,11223,,03/09/2019
1316704,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,SANUK LLC,,52 KENMARE ST ,,NEW YORK,NY,10012,,03/09/2019
1316705,LIQUOR STORE,222,L,1,New York City,QUEENS,QUEENS BLVD SPIRITS INC,QUEENS CENTER WINE & LIQUOR,89-25B QUEENS BLVD,,ELMHURST,NY,11373,,03/09/2019
1316706,WHOLESALE BEER(C),103,C,1,New York City,SUFFOLK,SETAUKET BEER & BEVERAGE INC,,718 RTE 25A,AKA 718 N COUNTRY RD,SETAUKET,NY,11733,,03/09/2019
1316707,WHOLESALE CIDER,104,BC,1,New York City,SUFFOLK,SETAUKET BEER & BEVERAGE INC,,718 RTE 25A,AKA 718 N COUNTRY RD,SETAUKET,NY,11733,,03/09/2019
1316708,LIQUOR STORE,222,L,1,New York City,QUEENS,J J VINEYARD WINE & SPIRITS INC,CYPRIANA WINE AND LIQUORS,38-12 28TH AVE ,,ASTORIA,NY,11103,,03/09/2019
1316710,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NASSAU,MIRIAM & AYA DELI CORP,BROTHER'S DELI,345 HEMPSTEAD TPKE,,WEST HEMPSTEAD,NY,11552,,03/09/2019
1316712,WHOLESALE WINE,303,WW,1,New York City,SUFFOLK,FINE INTERNATIONAL WINES OFCHILE&LATINAMERICA INC,CASA DE VINOS,796 SUFFOLK AVE ,,BRENTWOOD,NY,11717,,03/09/2019
1316713,LIQUOR STORE,222,L,1,New York City,KINGS,LUCKY WORLD WINE & LIQUOR INC,,490 KINGS HWY,,BROOKLYN,NY,11223,,03/09/2019
1316716,TAVERN WINE,344,TW,1,New York City,BRONX,BILLAR EL NUEVO AMBIENTE CORP,,408 E TREMONT AVE,,BRONX,NY,10457,,03/11/2019
1316717,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,BIG MOZZ CHELSEA MARKET LLC,,75 9TH AVE ,KIOSK #11,NEW YORK,NY,10011,,03/11/2019
1316718,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,THREE POINT KINGS LLC,DIAGONAL'S,1452 FULTON ST,,BROOKLYN,NY,11216,,03/11/2019
1316719,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,TASTES ON THE FLY NEW YORK LLC & FLIGHT CENTER ,HOTEL LLC,JFK INTERNATIONAL AIRPORT,BLDG 60 MEZZANINE,JAMAICA,NY,11430,,03/11/2019
1316720,ON-PREMISES LIQUOR,252,OP,1,New York City,SUFFOLK,ABC MANDARIN GOURMET INC,ALBERT'S MANDARIN GOURMET,269 NEW YORK AVE,,HUNTINGTON,NY,11743,,03/11/2019
1316721,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,ALL STAR GOURMET GROCERY INC,,128 W FORDHAM RD,,BRONX,NY,10468,,03/11/2019
1316722,ON-PREMISES LIQUOR,252,OP,1,New York City,RICHMOND,HARBOR VIEW EMPIRE OUTLETS LLC,THE HARBOR VIEW BEER HALL & GARDEN,35B RICHMOND TERR,SPACE 408-411,STATEN ISLAND,NY,10301,,03/11/2019
1316724,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,VICTORIA MINI MARKET CORP,,845 MCDONALD AVE,,BROOKLYN,NY,11218,,03/11/2019
1316725,ON-PREMISES LIQUOR,252,OP,1,New York City,RICHMOND,MRKTPL EO COCKTAIL BAR LLC,,35 RICHMOND TERR,SPACE 401-402 UNIT CU1 & CU6,STATEN ISLAND,NY,10301,,03/11/2019
1316726,ON-PREMISES LIQUOR,252,OP,1,New York City,NASSAU,TAM O'SHANTER GC LLC,TAM O'SHANTER COUNTRY CLUB,74 FRUITLEDGE RD,,BROOKVILLE,NY,11545,,03/11/2019
1316728,HOTEL LIQUOR,242,HL,1,New York City,NEW YORK,"ERY NORTH TOWER RHC TENANT LLC, EQX HOTEL MGMT LLC",& 210 THE G LLC AS MGR; EQUINOX HOTEL,35 HUDSON YARDS,FL 15-29 AKA 500 W 33RD ST,NEW YORK,NY,10001,,03/11/2019
1316730,HOTEL LIQUOR,242,HL,1,New York City,QUEENS,"COLLECTIVE PAPER FACTORY LLC,THE COLLECTIVE LIVING",PAPER FACTORY,37-06 36TH ST,,LONG ISLAND CITY,NY,11101,,03/11/2019
1316739,LIQUOR STORE,222,L,1,New York City,BRONX,RJ WINE & LIQUOR INC,BRONX WINE & BEER,1215 E 233RD ST,,BRONX,NY,10466,,03/12/2019
1316741,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NEW YORK,3 AVE SMOKE & BEER INC,,349 3RD AVE,,NEW YORK,NY,10010,,03/12/2019
1316744,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,ZIADI BROTHERS DELI & GRILL LLC,,2326 GRAND CONCOURSE,,BRONX,NY,10458,,03/12/2019
1316745,"GROCERY BEER, WINE PROD",122,AX,1,New York City,SUFFOLK,GE PETROLEUM GROUP INC,,2665 RTE 112,,MEDFORD,NY,11763,,03/12/2019
1316747,ON-PREMISES LIQUOR,252,OP,1,New York City,SUFFOLK,EBISU67 INC,TAKUMI,1701 SUNRISE HWY,A20,BAYSHORE,NY,11706,,03/12/2019
1316750,"GROCERY BEER, WINE PROD",122,AX,1,New York City,QUEENS,FRESCO GOURMET MARKET INC,,157-48 CROSSBAY BLVD,,HOWARD BEACH,NY,11414,,03/12/2019
1316751,GROCERY STORE BEER,122,A,1,New York City,SUFFOLK,HISPANO AMERICAN FOOD MARKET & DELI INC,,1088 MASTIC RD,,MASTIC,NY,11950,,03/12/2019
1316754,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NEW YORK,596 DELI CORP,CAFFE VENICE,596 3RD AVE,,NEW YORK,NY,10016,,03/13/2019
1316755,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,AVENUE C RESTAURANT LLC,AVENUE C,102 AVENUE C,,NEW YORK,NY,10009,,03/13/2019
1316758,RESTAURANT WINE,341,RW,1,New York City,QUEENS,GALATA RESTAURANT INC,TRUVA CAFE & GRILL,22-41 31ST ST,,ASTORIA,NY,11105,,03/13/2019
1316759,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,AAA MORRIS GAS INC,,699 MORRIS AVE,,BRONX,NY,10451,,03/13/2019
1316762,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,TRUE MOMO SUSHI LLC,MOMO SUSHI,239 PARK AVE SOUTH,,NEW YORK,NY,10003,,03/13/2019
1316765,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,DANISH ORGANIC 6 INC,,7702 3RD AVE,,BROOKLYN,NY,11209,,03/13/2019
1316766,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,BROOKLYN BEER & CIGARS INC,BEER BARREL,50 WILLOUGHY ST,,BROOKLYN,NY,11201,,03/13/2019
1316767,"GROCERY BEER, WINE PROD",122,AX,1,New York City,QUEENS,SHEA FUEL INC,,127-48 NORTHERN BLVD,,FLUSHING,NY,11368,,03/13/2019
1316770,ON-PREMISES LIQUOR,252,OP,1,New York City,RICHMOND,DOC HENNIGANS LLC,DOC HENNIGANS,1144 FOREST AVE,,STATEN ISLAND,NY,10301,,03/13/2019
1316773,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,AV143 LLC,RISE RADIO NYC,57 GRAHAM AVE,,BROOKLYN,NY,11206,,03/13/2019
1316774,LIQUOR STORE,222,L,1,New York City,SUFFOLK,ROCKY POINT LIQUOR CORP,,538 RTE 25 A,,ROCKY POINT,NY,11778,,03/13/2019
1316776,"DISTILLER ""B-1""",205,DB,1,New York City,KINGS,GOLDEN TRADE INTERNATIONAL CORP,,16 STEUBEN ST,,BROOKLYN,NY,11205,,03/13/2019
1316777,ON-PREMISES LIQUOR,252,OP,1,New York City,WESTCHESTER,KUMO SUSHI LOUNGE II INC,,777 WHITE PLAINS RD,STORE 8,SCARSDALE,NY,10583,,03/13/2019
1316780,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NEW YORK,PUJA CONVENIENCE INC,,425 3RD AVE,,NEW YORK,NY,10016,,03/13/2019
1316784,ON-PREMISES LIQUOR,252,OP,1,New York City,QUEENS,TAV NEW YORK OPERATION SERVICES LLC,,JFK INTERNATIONAL AIRPORT,TERMINAL 1 GATE 9 10,JAMAICA,NY,11430,,03/13/2019
1316785,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,PUNCH DRUNK LLC,UNCLE FRED'S,202 RALPH AVE,,BROOKLYN,NY,11233,,03/13/2019
1316787,ON-PREMISES LIQUOR,252,OP,1,New York City,WESTCHESTER,ROUTE 1 RESTAURANT INC,ROUTE 1,2382 BOSTON POST RD,,LARCHMONT,NY,10538,,03/13/2019
1316789,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,CNK RESTAURANTS LLC,LOCK YARD,9221 5TH AVE,,BROOKLYN,NY,11209,,03/13/2019
1316791,"GROCERY BEER, WINE PROD",122,AX,1,New York City,RICHMOND,ELM PARK DELI AND BEER INC,ELM PARK DELI & GROCERY,127 MORNINGSTAR RD,,STATEN ISLAND,NY,10303,,03/13/2019
1316793,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,HHC PIER VILLAGE LLC,,89 SOUTH ST,GROUND FLOOR,NEW YORK,NY,10038,,03/13/2019
1316795,"GROCERY BEER, WINE PROD",122,AX,1,New York City,NASSAU,DST ENTERPRISE LLC,BP,749 PORT WASHINGTON BLVD,,PORT WASHINGTON,NY,11050,,03/13/2019
1316796,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,LEX 159 BAKERY LLC,PENELOPE'S,159 LEXINGTON AVE,,NEW YORK,NY,10016,,03/13/2019
1316798,LIQUOR STORE,222,L,1,New York City,NEW YORK,CHARLES & WASHINGTON WINE & LIQUOR CORP,,683 WASHINGTON ST,,NEW YORK,NY,10014,,03/14/2019
1316799,WHOLESALE WINE,303,WW,1,New York City,NASSAU,IL BACCO WINE MERCHANT INC,,110 SWALM ST,,WESTBURY,NY,11590,,03/14/2019
1316800,GROCERY STORE BEER,122,A,1,New York City,QUEENS,BLUE SKY GROCERY INC,,83-03 GRAND AVE,,ELMHURST,NY,11373,,03/14/2019
1316803,GROCERY STORE BEER,122,A,1,New York City,NASSAU,ONCE HOME INC,CARD CORNER CONVENIENCE STORE,93 MAIN ST,,EAST ROCKAWAY,NY,11518,,03/14/2019
1316805,CLUB LIQUOR,243,CL,1,New York City,NEW YORK,1700 BROADWAY CLUB INC,,1700 BROADWAY ,,NEW YORK,NY,10019,,03/14/2019
1316807,MICRO WINERY,307,MW,1,New York City,SUFFOLK,WHITE OAKS WINE INC,WHITE OAK WINE GARDEN ,38355 MAIN RD,,PECONIC,NY,11964,,03/14/2019
1316810,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,ABSOIAN LLC,KIND OF SOUL RESTAURANT,497 ATLANTIC AVE,,BROOKLYN,NY,11217,,03/14/2019
1316811,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,BENNET'S BEST LTD,IL POSTO,7409 AVENUE U,,BROOKLYN,NY,11234,,03/14/2019
1316814,ON-PREMISES LIQUOR,252,OP,1,New York City,KINGS,JH HOSPITALITY INC,,583 VANDERBILT AVE,,BROOKLYN,NY,11238,,03/14/2019
1316816,GROCERY STORE BEER,122,A,1,New York City,QUEENS,MAA KALI DELI INC,,115-23 14TH RD,,COLLEGE POINT ,NY,11356,,03/15/2019
1316819,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,JASMINE FLUELLEN LLC,CONCORD AVE DELI GROCERY,480 CONCORD AVE,,BRONX,NY,10455,,03/15/2019
1316820,GROCERY STORE BEER,122,A,1,New York City,KINGS,YI JIE SHA GROCERY INC,,5423 9TH AVE ,,BROOKLYN,NY,11219,,03/15/2019
1316823,"GROCERY BEER, WINE PROD",122,AX,1,New York City,QUEENS,ZAID I Z M SHAIF,COOPER DELI & GROCERY,69-44 COOPER AVE ,,GLENDALE,NY,11385,,03/15/2019
1316824,LIQUOR STORE,222,L,1,New York City,WESTCHESTER,AWS97 INC,AMIR'S WINE & SPIRITS ,701 MAIN ST,,NEW ROCHELLE         ,NY,10801,,03/15/2019
1316825,"GROCERY BEER, WINE PROD",122,AX,1,New York City,QUEENS,LIC CORNER STORE INC,,35-01 QUEENS BLVD,,LONG ISLAND CITY,NY,11101,,03/15/2019
1316826,ON-PREMISES LIQUOR,252,OP,1,New York City,BRONX,101 EAST 161ST RESTAURANT CORP,,101 E 161ST STREET,,BRONX,NY,10451,,03/15/2019
1316827,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,MC FRESH MARKET INC,CJ FRUITS & VEGETABLES,840 NOSTRAND AVE,,BROOKLYN,NY,11225,,03/15/2019
1316830,EATING PLACE BEER,141,EB,1,New York City,NASSAU,SALVADOR GROCERY & DELI INC,,87 BROADWAY,,HICKSVILLE,NY,11801,,03/15/2019
1316832,GROCERY STORE BEER,122,A,1,New York City,BRONX,MELROSE COMMUNITY DELI GROCERY INC,,911 MELROSE AVE,,BRONX,NY,10451,,03/15/2019
1316835,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,120 ESSEX MARKET LLC,ESSEX,124 RIVINGTON ST,,NEW YORK,NY,10002,,03/15/2019
1316836,RESTAURANT WINE,341,RW,1,New York City,NEW YORK,ESSEX MARKET LEASING CORP,,115 DELANCEY ST,BASEMENT SITE 2 VENDOR 19,NEW YORK,NY,10002,,03/15/2019
1316837,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,HARLEM PRIME LLC,,130 BRADHURST AVE,APT 205,NEW YORK,NY,10039,,03/15/2019
1316838,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,AMAYA GREEN DELI CORP,,219 E BURNSIDE AVE,,BRONX,NY,10457,,03/15/2019
1316839,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,SOUVLAKERIE LLC,SOUVLAKI GR KOUZINA,231 E 53RD ST,CELLAR,NEW YORK,NY,10022,,03/15/2019
1316840,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,303 CANARY LLC,CANARY CLUB,303 305 BROOME ST,,NEW YORK,NY,10002,,03/15/2019
1316843,ON-PREMISES LIQUOR,252,OP,1,New York City,BRONX,G J ZAV INC,,1556 WILLIAMSBRIDGE RD,,BRONX,NY,10461,,03/15/2019
1316845,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,RIVERA DELI CORP,,400 SOUNDVIEW AVE,,BRONX,NY,10473,,03/15/2019
1316848,"GROCERY BEER, WINE PROD",122,AX,1,New York City,BRONX,FRONTIER FOODMART CORP,,4122 WHITE PLAINS RD,,BRONX,NY,10466,,03/15/2019
1316849,"GROCERY BEER, WINE PROD",122,AX,1,New York City,QUEENS,PRAMUKH 7924 INC,E SMOKE & CONVENIENCE,79-24 PARSONS BLVD,,FLUSHING,NY,11366,,03/15/2019
1316852,SUMMER O.P. FOOD & BEV,548,SL,1,New York City,SUFFOLK,FOOSHIEFEEDS LLC,SOUTH EDISON,18 S ETNA AVE,AKA S ELMWOOD AVE,MONTAUK,NY,11954,,03/15/2019
1316853,ON-PREMISES LIQUOR,252,OP,1,New York City,WESTCHESTER,SOMERS POINTE RESTAURANT & CATERING LLC,,1000 W HILL DR,,SOMERS,NY,10589,,03/15/2019
1316854,SUMMER O.P. FOOD & BEV,548,SL,1,New York City,NEW YORK,EMMA BAR & GRILL CORP,EMMA'S PLACE,3805 10TH AVE,,NEW YORK,NY,10034,,04/23/2019
1316855,ON-PREMISES LIQUOR,252,OP,1,New York City,NEW YORK,729 THIRD AVE RESTAURANT LLC,BOYLE CENTRAL,729 3RD AVE,,NEW YORK,NY,10017,,03/15/2019
1316858,WINE CATERING,354,WC,1,New York City,QUEENS,RIVERA'S CATERING CORP,,40-06 ASTORIA BLVD S,,LONG ISLAND CITY,NY,11103,,03/15/2019
1316859,TAVERN WINE,344,TW,1,New York City,SUFFOLK,LIFE NAILS SPA INC,,697 RTE 25A,,NORTHPORT,NY,11768,,03/15/2019
